permutation_index,null_raw_pseudo_r2
1,0.23317266071147583
2,0.225512697814453
3,0.257300808828031
4,0.28738020062990344
5,0.19499067518164576
6,0.2123680756376213
7,0.23984089089818644
8,0.24884635472351804
9,0.2550957267586637
10,0.2313157787931658
11,0.3091921541241145
12,0.2056964021198239
13,0.26926062832665976
14,0.2556067290566769
15,0.2125159348584163
16,0.23539421715534323
17,0.25503964657128503
18,0.23491187843016545
19,0.22525624094596755
20,0.2768268760005032
21,0.23622992385121896
22,0.26389260621557137
23,0.24470433871515893
24,0.2109848699824655
25,0.20125451611791645
26,0.23869036613017328
27,0.25095177648103845
28,0.2477602324763019
29,0.21583347604113579
30,0.20966294919450543
31,0.22437842544011172
32,0.26769438980187105
33,0.2809559510906758
34,0.2933889765841249
35,0.2474757641023028
36,0.26893122445822537
37,0.2692279567315849
38,0.28944930664560525
39,0.24482001551908614
40,0.2301310211538333
41,0.24196577444293457
42,0.2814168364377665
43,0.2520786972288173
44,0.2543849619828963
45,0.21107289391304312
46,0.22390808659047678
47,0.2179837385222505
48,0.23540510018208546
49,0.246441734899947
50,0.2500316112170119
51,0.2600077250212371
52,0.2756563152344506
53,0.2522908419273944
54,0.24488040722319435
55,0.3057790073383629
56,0.2622018140089107
57,0.24531609117984932
58,0.29544165219029495
59,0.21263443610272367
60,0.26858373572980765
61,0.26955413557848495
62,0.2678818728337336
63,0.26874085474171283
64,0.23266182392528628
65,0.22656648942880458
66,0.24533859282795603
67,0.2982769006865716
68,0.2776329152030799
69,0.22144479072575016
70,0.2361542336892104
71,0.22493996138978822
72,0.29531236831840146
73,0.22545354597182488
74,0.24801218971845754
75,0.27795594471588886
76,0.19990740611934155
77,0.2317085966347775
78,0.20853264419776915
79,0.25953591045933405
80,0.2590746703721673
81,0.2190530590798438
82,0.2264589762018668
83,0.22514881094430217
84,0.240997800646848
85,0.22619890989248612
86,0.23157662282280883
87,0.2538048589604398
88,0.21254689745726307
89,0.2627447309663402
90,0.3403281047541975
91,0.21277633264055634
92,0.24546206284912772
93,0.2796657512884288
94,0.2521887103647906
95,0.25429391989906264
96,0.28487439323140845
97,0.24109258444220277
98,0.2335614878255667
99,0.22752496255729787
100,0.21363296366210316
101,0.25276144684768415
102,0.2978717360502095
103,0.2280499708292423
104,0.2271112932053518
105,0.3328445845096801
106,0.2698507486053604
107,0.26705977648821205
108,0.2239618259536855
109,0.2721898061050625
110,0.28273189325002834
111,0.2256002850408316
112,0.2846122874734437
113,0.2614656350445825
114,0.20498513127136803
115,0.2693935063835956
116,0.3029518910859869
117,0.24716817101917135
118,0.2270784183141859
119,0.2390708066834274
120,0.3142148073205643
121,0.29692093621666493
122,0.249656100054091
123,0.26455325239315924
124,0.21822492973236535
125,0.2733040625536396
126,0.2557925901177727
127,0.28106483247382824
128,0.28564336652285965
129,0.2621507938189585
130,0.1910086664122993
131,0.295192929414944
132,0.2652291555765567
133,0.19520118456020688
134,0.2278758553388764
135,0.23267594479101164
136,0.23071432531276248
137,0.19747258234826473
138,0.27413825953528703
139,0.22581827949302444
140,0.2375403497719884
141,0.31470574929071904
142,0.20522242545437233
143,0.23455089116480707
144,0.24834415945986063
145,0.233316048853153
146,0.2721878793872177
147,0.31559247545484337
148,0.30393741589096096
149,0.24671463757928214
150,0.2879231247099889
151,0.2599094225484141
152,0.203748802694857
153,0.2933367748458596
154,0.22342178769211785
155,0.24500213461005746
156,0.2307129308568016
157,0.22162583938325037
158,0.24709497918136253
159,0.28321815944148815
160,0.20954574894099945
161,0.24220720416072475
162,0.21926419229492344
163,0.2523697201385329
164,0.2556132525831589
165,0.2637395244703102
166,0.1831891611891046
167,0.2515959048829915
168,0.21889768879864271
169,0.27629317824020233
170,0.15181825922008502
171,0.23483488285706816
172,0.21143432582304966
173,0.290105018493464
174,0.3104053513369945
175,0.21538731617833917
176,0.2239442457767779
177,0.3014341075917642
178,0.24390200790899885
179,0.2755355256821514
180,0.34113454417738726
181,0.247802933810918
182,0.2233522977770121
183,0.23022608103911624
184,0.25700923116383173
185,0.28404608903147355
186,0.26321022802191485
187,0.29246789867230694
188,0.25115751613398984
189,0.2693947140653288
190,0.2598655547215178
191,0.23908439435515355
192,0.21472390991221169
193,0.21277220484272485
194,0.2772675501671988
