permutation_index,null_statistic
1,-0.005650449254976736
2,-0.0027187481353736984
3,-0.003021953845592614
4,0.0016840464782403378
5,0.0015260671779807576
6,-0.005715130805951318
7,-0.0008679296195805049
8,-0.004636559319459176
9,-0.004590654956514839
10,-0.0017441229575684974
11,0.00011403042094457194
12,0.0002572245731869982
13,-0.008302869517337125
14,-0.004563231256489688
15,-0.0013608096545472022
16,-0.007209569727908677
17,0.00037441567972094913
18,-0.0032811986708949255
19,-0.0035627784570805947
20,-0.0005056421241920878
21,-0.00531494912364441
22,0.0016028470796202454
23,-0.0030983836167615304
24,-0.004198696903587623
25,-0.005054544848455713
26,0.00023353799194547262
27,-0.002564541362232331
28,-0.003846423294047406
29,-0.0036257204844958417
30,0.0012097682579759322
31,-0.0027583637971031576
32,-0.002954660062774811
33,-0.0012936772382559428
34,-0.008456073754503315
35,0.0030126118469252228
36,0.0009195622272101071
37,-0.002716317582242136
38,-0.003559353242609826
39,-0.0022457798618426977
40,-0.005615253048823633
41,-0.0051361186595167765
42,-0.010523349220327827
43,-0.0035111459146818375
44,0.0018593449182085914
45,-0.00440182915752137
46,-0.003971519271999263
47,-0.003550831571644795
48,-0.0016465411840274544
49,-0.003805902392348664
50,-0.00503443894288446
51,-0.0018366454244577689
52,-0.007043489491318524
53,-0.003909091652920943
54,-0.002925161039002429
55,-0.002177372917559404
56,-0.0015414536243733776
57,-0.005140190419894393
58,-0.004529020847083752
59,-0.00463999385997127
60,-0.0023424702746952034
61,-0.009319182270361385
62,0.001202817084481611
63,-0.005079596149298066
64,-0.006361685495649309
65,-0.0033094157266206035
66,0.002670166284212013
67,-0.00354807774989677
68,-0.00757606109642903
69,-0.004641526085220379
70,-0.002967406959331762
71,-0.003949211658508468
72,-0.0020793913773109463
73,-0.006542098622708211
74,-0.007683510448343027
75,-0.00406912737748805
76,0.0007424972513384344
77,-8.055759971897433e-05
78,-0.0030269298930466343
79,0.00019017261480623604
80,-0.004144876974798841
81,0.002826611861857859
82,-0.001719745891914204
83,-0.0023771218042921358
84,-0.0031811179493821395
85,0.0003074498160250787
86,-0.005937237763227795
87,-0.0035794748463754966
88,-0.0003362040141932955
89,-0.002799235065167851
90,-0.0037148079809499815
91,-0.0025037998536979085
92,-0.005530195718004831
93,-0.008751133128753186
94,-0.0016789471805200643
95,0.0002119361338712919
96,-0.0015642058012530907
97,-0.0039946238021515874
98,0.0008841570988755675
99,-0.009713617514848363
100,-0.0005083301678600188
101,-0.0036380207326497695
102,-0.0006493883482089451
103,-0.005118790810876128
104,-0.0006725930372845842
105,-0.00289275943073955
106,-0.00525255533976042
107,-0.0022867574994271597
108,0.0022480862931503268
109,0.0009127118519658695
110,-0.0008182959995036571
111,-0.004145070206536868
112,-0.00773590382600298
113,-0.010832866838102521
114,-0.0022702746583286304
115,0.0004576217906965413
116,-0.0070621460101049915
117,-0.004134731465389903
118,0.0031914276234373644
119,-0.005491995117434232
120,-0.003317490529895911
121,-0.005537035731575421
122,-0.00736331111020528
123,-0.005707026255743052
124,-0.002013077652301319
125,0.0008735909811474173
126,-0.005388780251892825
127,-0.000658170187247311
128,-0.004529568058454
129,-0.0008843478760106535
130,-0.006616943007046138
131,-3.8192367076372163e-05
132,-0.005634150063122859
133,-0.002676934959935127
134,-0.006633858876749662
135,-0.002453201171790362
136,-0.0031682956568462144
137,-0.0010210332777275816
138,0.0006783827544100153
139,0.003352237744307266
140,-0.002684849827556051
141,-0.005890294694759452
142,-0.008261210653348807
143,-0.005644744714580634
144,-0.008167134084919255
145,-0.0007536063435192135
146,-0.00233464882620138
147,-0.0007137901820969857
148,-0.0015705695154524697
149,0.0003517122843705797
150,-0.0033603476699258575
151,-0.0021858843754915813
152,-0.002712623893385342
153,-0.002145097720565023
154,-0.0034848220167616635
155,0.0007501431017313126
156,-0.004035448995676351
157,-0.0029474335121323116
158,-0.003914496035738225
159,-0.0062383373053098296
160,-0.00749648283809037
161,0.0012590173719394873
162,-0.002545714009406702
163,-0.004721773986435789
164,-0.008789536854665398
165,-0.00887000624307661
166,-0.0048229848312383305
167,-0.0010140652081087609
168,-0.0065017589823725686
169,-0.005549367621418444
170,-0.004841643234989392
171,-0.0029086601139913654
172,-0.0012611365146693657
173,-0.002538338654001212
174,-0.004748657775028874
175,-0.005615679554660292
176,-0.0013834047575544094
177,-0.0023189210886331024
178,-0.0058244087727441635
179,-0.004295146163214407
180,-0.0020664447557230473
181,-0.0026110699186469542
182,-0.004506942690051651
183,-0.004945838501197699
184,-0.00232447145195578
185,-0.004136748209560542
186,-0.002174796734736407
187,-0.004819127328100418
188,-0.0021650085506704185
189,-0.006236053433285364
190,-0.00027777267373282205
191,-0.00021250388058953462
192,-0.003595995744505684
193,-0.002331589653434968
194,-0.0024407299604599295
195,-0.004660075227824613
196,0.0004885322491167826
197,-0.003759538033263954
198,-0.004183775445808564
199,-0.0041139015498320095
200,-0.004716200906804344
201,-0.007127583553206647
202,-0.0020548986356665883
203,-0.0008030945633069053
204,-0.003031134673687961
205,0.002412255513718136
206,-0.0001653253220446592
207,-0.003048663851180574
208,-0.0024135217574742067
209,-0.0022163307320253248
210,0.001215823635971336
211,-0.0010777442476187366
212,-0.0025050261277467546
213,-0.003710670043713546
214,-0.0038417396011376607
215,-0.00019804906550787219
216,-0.005163462639317891
217,-0.007067170537511314
218,-0.004350895173986406
219,-0.002452940855877307
220,-0.0023660246165292734
221,0.0003459609052468629
222,-0.0029868472591047454
223,-0.0053512060566843975
224,-0.0008688822243421469
225,-0.0038862403045396045
226,-0.007659053976973959
227,0.00013944255222713905
228,-0.0012028141039709117
229,-0.00010301669145395403
230,0.00012398270654532736
231,-0.0032053828561727053
232,-0.003787758389575773
233,-0.003660194451379547
234,-0.003927552509751239
235,-0.004490652266745585
236,0.00012493144953575064
237,-0.006123841199100533
238,-0.002091008479393513
239,-0.0047855202040239
240,-0.00030886798628856557
241,0.0005966020699202344
242,-0.003172628363975045
243,-0.00035970927637372224
244,-0.0015383784316525435
245,0.0002858932707750575
246,-0.0025528713807080883
247,-7.049538530220362e-05
248,-0.003788462712074555
249,-0.0030220927755709587
250,-0.00032163668388857786
251,-0.0010918236213474306
252,-0.006194533554621143
253,-0.003566393677009446
254,-0.00411904785632336
255,-0.002184189813165857
256,-0.005323367619933066
257,-0.0020630023525622307
258,-0.0035463819599345046
259,-0.0003631468660876165
260,-0.0007082136955264551
261,-0.0013652045135263864
262,0.002384883479318218
263,-0.006746007275397228
264,-0.00032342441569574443
265,-0.00042254216850961743
266,-0.004425721176329982
267,-0.0043315364435032415
268,-0.0015004579859903416
269,-0.0018529954058087716
270,-0.005637431739227757
271,-0.006413024195432059
272,-0.00047784039918849844
273,-0.004103047483413138
274,-0.0065183577914391805
275,-0.006344210896107261
276,-0.0037641940522893103
277,-0.0005508918359275125
278,-0.004125413776606263
279,-0.005648752707931949
280,-0.005420327395202526
281,0.0018183540407731708
282,-0.005333572213115548
283,-0.002714232791515954
284,0.0021085342464200463
285,-0.0023656878543124905
286,-0.004569327962221027
287,-0.005387904353591735
288,-0.0029273490216697833
289,0.0027832355749737685
290,-0.0047191154826247625
291,0.0003818457903338769
292,-0.005289241592195147
293,-0.00865277431939071
294,-0.00371691513019028
295,-0.0033926924994657805
296,-0.002496604789344145
297,-0.0016872012674111446
298,-0.0038639925194509026
299,-0.0038139818393700467
300,-0.008503057377879916
301,-0.003871517449801465
302,0.0006975474047502123
303,-0.0020479855417605275
304,-0.003717264779363634
305,-0.005395252424230189
306,0.0010707200936859833
307,-0.0015886019966785542
308,-0.0037416114320032237
309,-0.0037071688026896615
310,-0.002453963876757361
311,-0.007286192283729429
312,-0.0032110107616371945
313,-0.004209383182961733
314,7.881080596344042e-05
315,-0.0026846005472675044
316,-0.006112723711376052
317,0.0021721435301093536
318,-0.0009234238202648036
319,0.0052455195107517505
320,-0.00487516847073606
321,-0.0028816925831680745
322,-0.0031383982770536653
323,-0.006184241232646083
324,-0.002726407716633756
325,-0.0041169048553279484
326,-0.0020374752815246616
327,-2.9402501647256274e-05
328,-0.003295942925038226
329,-0.0030226074009283878
330,0.002570937027716831
331,-0.003148624606903176
332,-0.0008033396613037896
333,0.0004399948453948019
334,-0.001076969258197065
335,0.0008141810811783876
336,-0.00019935759686542584
337,-0.0008178540182000246
338,-0.004871743236246992
339,-0.0012518417233373033
340,0.00160353947794541
341,0.0016710575876878221
342,-0.007271245509188794
343,-0.006181036760411221
344,-0.0025700617540722996
345,-0.004925341624155796
346,-0.0005053434568985452
347,-0.004625494353001389
348,-0.00011919131263186597
349,-0.004272428880347692
350,-0.004681045049540387
351,-0.0019826145178845275
352,-0.005483433283380499
353,-0.006046867567610085
354,-0.006101452513162502
355,-0.0026981610101245966
356,-0.004847781919796894
357,-0.0024502780868366457
358,-0.002649894597325498
359,-0.005013265722916532
360,-0.008463126834713584
361,-0.004803390192896443
362,0.0001702797636051051
363,0.0014900187756560872
364,-0.006111282668967832
365,-0.004879597959737313
366,-0.002366027356576112
367,-0.0030859278501021506
368,-0.0029096033720740905
369,-0.006685314802632746
370,0.0009380849150619243
371,9.30986455648583e-05
372,0.002324285501801672
373,-0.006727527923079051
374,-0.004336291062747966
375,9.99684925759095e-05
376,-0.0018691155423831915
377,-0.0022669481629144506
378,-0.005018058344155557
379,-0.006078559568280323
380,-0.0032216880194957907
381,0.0004007934518528815
382,0.0025788848352691907
383,-0.0074424646990504315
384,0.0017889010780182818
385,-0.002674547766750298
386,-0.007747369314235877
387,-0.004491394790999685
388,-0.005544876723703261
389,-0.0037267564492861095
390,0.0009727545963269801
391,-0.005109321260601665
392,-0.005154343388609449
393,-0.0029652488517046514
394,-0.0044071104001707564
395,-0.002037458438664805
396,-0.002447933483353811
397,-0.0035271232003755565
398,0.0011550213504489468
399,-0.003775000946407321
400,-0.002162881110283725
401,-0.0007829572560894317
402,-0.0024937692684447663
403,-0.002565112180873505
404,-0.00034317956433216334
405,-0.004159488962460232
406,-0.006307958319937874
407,-0.0033935725880736532
408,0.003776101928696346
409,-0.0017592404868912344
410,-0.003217100519687082
411,-0.003555555784388001
412,-0.00258077946450656
413,9.008124333366105e-05
414,0.001087929681112574
415,0.0008944326878076968
416,-0.0036495563400607695
417,0.00014408274602738247
418,-0.0012489761755461494
419,-0.00024855301185776335
420,-0.0018516618306242127
421,-0.004744199412724463
422,-0.006074479463897043
423,-0.002650821285934791
424,-0.0021104169582274006
425,-0.0021561225136575712
426,0.0011945654837873104
427,0.00032064535454963405
428,-0.003783343026741298
429,-0.005024769425118054
430,-0.0048132781409164355
431,0.00193710897510211
432,-0.003392153920489714
433,0.002136251332587713
434,0.0008093856036033159
435,-0.007926794435175896
436,0.0011464188300240978
437,-0.0008435327746484783
438,-0.004656066719627219
439,-0.002530190736617269
440,-0.004743343356734556
441,-0.00314821419063141
442,0.0011694820503370049
443,-0.0015087718856036485
444,-0.0047050484111429355
445,-0.0056441453099872925
446,-0.000423142126150286
447,-0.0018303153657220766
448,0.0005558154421112689
449,-0.005818431084324234
450,-0.0034742505646941646
451,-0.00099815259090065
452,-0.003676715016928865
453,0.0011428799353479166
454,-0.0039002989767832827
455,-0.0029198665386716074
456,0.00010147929494368907
457,-0.000833683377275643
458,0.005809513733653432
459,-0.007959199136008926
460,-0.0028974356916154353
461,-0.00488704485791951
462,0.0025119523122960584
463,0.0007629461299049935
464,-0.00402173979046043
465,-0.004426938281400308
466,-0.0017114493701248304
467,-0.0030971228714565813
468,-0.0034188517481942154
469,-0.0014262152507028177
470,-0.000812283817498094
471,-0.0006675170658213166
472,0.00022425475739432793
473,-0.006374316241163483
474,-0.005890888857654264
475,-0.0014053319919789496
476,-0.00553186693929044
477,-0.006161424427781243
478,-0.00812458338057533
479,-0.003445395012195481
480,-0.0032497922917703106
481,-0.002758317260034688
482,-0.0035947069710885876
483,-0.001543398236024257
484,-0.0012796716392074123
485,-0.003938682513812207
486,-0.003684500730270178
487,-0.0008899078213074792
488,-0.0041366129989910475
489,-0.00300313095452176
490,-0.003249227828192213
491,-0.006719075180087613
492,-0.006522085596035936
493,-0.004384727235378864
494,-0.003880014911506812
495,0.002123014500890235
496,-0.0037268543728907443
497,-0.009981179241009525
498,-0.004764263439129723
499,-0.002025123878262182
500,0.0007041751166001406
501,-0.004210597098919418
502,-0.007157605933027375
503,-0.006209149391722478
504,-0.002490127300999869
505,-0.0015229969071582118
506,-0.002729728050384208
507,-0.00486428270212276
508,-0.005541191693737704
509,0.0001145546536999581
510,-0.003696410836098011
511,-0.0032712514751699028
512,-0.006757176670570554
513,-0.00037727489716474563
514,-0.001973580225554862
515,0.00295709250271195
516,0.0032868634114161105
517,-0.007739565082235764
518,-0.003936967048017791
519,-0.0031484417663242316
520,0.0035577914113382805
521,-0.0022253987190017505
522,9.332165128009273e-06
523,-0.005329353040722136
524,-0.002008155780316514
525,-0.0023436750714528783
526,0.0004920262266856108
527,-0.0017034215852178118
528,-0.006836831935482464
529,-0.002550312681874122
530,-0.0005294298511305633
531,-0.0021764682661223785
532,-0.0014501231893031923
533,0.0003975671923844501
534,0.0013100002054453296
535,-0.00271149787707229
536,-0.003992107782374868
537,-0.002938180198476619
538,-0.0037351661026513647
539,-0.007367269096008631
540,-0.0012022272425854519
541,-0.007829642104164782
542,0.00033506993472167887
543,0.00209944841885637
544,-0.0013614185971866817
545,-0.004399866523788654
546,-0.0006415889135558094
547,-0.0032894236172616026
548,-0.005967632148278012
549,-0.005728741767782045
550,-0.0010516710124689674
551,-1.3507749027228538e-05
552,-0.0037256998132843243
553,-0.0033456406020577686
554,-0.002704551336469043
555,0.002581822954602058
556,-0.002876727832969033
557,0.000574347816894083
558,-0.0031231123238241315
559,-0.005561247226475469
560,0.0025501574707735633
561,-0.0014751873113343222
562,-0.0037091566854159964
563,-0.002535769159018368
564,-0.002363145414857635
565,-0.002954133709181843
566,-0.0028466261794726083
567,-0.0004863514670641368
568,-0.0017159234092234063
569,-0.0016510793183600221
